model,target,layer,relative_depth,mean_ivr,median_ivr,ivr_p01,ivr_p05,ivr_p10,median_rms,energy_reference,inactive_energy_threshold,inactive,consistent_active,mixed_active,input_varying_active
bloom-1b1,resid_delta,0,0.0,0.9381822943687439,0.968325138092041,0.6387647986412048,0.7730773091316223,0.8371089100837708,0.15662595629692078,0.024531688541173935,0.00024531688541173935,0.0,0.0,0.0019480386981740594,0.9980519413948059
bloom-1b1,resid_delta,1,0.043478260869565216,0.9482431411743164,0.9768104553222656,0.6323277354240417,0.8004012107849121,0.8620889782905579,0.16099411249160767,0.025919105857610703,0.00025919105974026024,0.0,1.52587890625e-05,0.00360107421875,0.9963836669921875
bloom-1b1,resid_delta,2,0.08695652173913043,0.9516077041625977,0.9782221913337708,0.6413756012916565,0.824342668056488,0.871925950050354,0.1657884120941162,0.027485797181725502,0.000274857971817255,0.0,0.0,0.00433349609375,0.99566650390625
bloom-1b1,resid_delta,3,0.13043478260869565,0.9646432995796204,0.9853600263595581,0.7038694620132446,0.8714560866355896,0.9103415608406067,0.18151158094406128,0.032946452498435974,0.0003294645284768194,0.0,1.52587890625e-05,0.0031840007286518812,0.9968007206916809
bloom-1b1,resid_delta,4,0.17391304347826086,0.9603188633918762,0.98285311460495,0.6634193062782288,0.8531006574630737,0.9012888073921204,0.16363488137722015,0.026776375249028206,0.00026776373852044344,0.0,3.0517578125e-05,0.0032958984375,0.996673583984375
bloom-1b1,resid_delta,5,0.21739130434782608,0.9561288356781006,0.9833559393882751,0.5732612013816833,0.8375645875930786,0.8924650549888611,0.15536214411258698,0.02413739636540413,0.00024137395666912198,0.0,0.0005900065298192203,0.0065205893479287624,0.992889404296875
bloom-1b1,resid_delta,6,0.2608695652173913,0.960202157497406,0.9856285452842712,0.496192991733551,0.8664559125900269,0.9146672487258911,0.162427619099617,0.026382729411125183,0.0002638272999320179,0.0013987222919240594,0.0058746337890625,0.003448486328125,0.9892781376838684
bloom-1b1,resid_delta,7,0.30434782608695654,0.9623487591743469,0.9875407218933105,0.4969364106655121,0.8747518658638,0.9195983409881592,0.17466266453266144,0.030507048591971397,0.00030507048359140754,0.0018259683856740594,0.0057423911057412624,0.00335693359375,0.98907470703125
bloom-1b1,resid_delta,8,0.34782608695652173,0.9652378559112549,0.9889211058616638,0.5566858649253845,0.886814534664154,0.9271407723426819,0.1493048369884491,0.022291934117674828,0.00022291933419182897,0.0019480386981740594,0.0058186850510537624,0.0017954508075490594,0.9904378056526184
bloom-1b1,resid_delta,9,0.391304347826087,0.965289294719696,0.9885298609733582,0.5574662685394287,0.8874737024307251,0.92714923620224,0.15183891355991364,0.023055054247379303,0.00023055053316056728,0.0022481281775981188,0.005340576171875,0.0018157958984375,0.9905955195426941
bloom-1b1,resid_delta,10,0.43478260869565216,0.9651967883110046,0.9883896112442017,0.5844300389289856,0.8818432092666626,0.9240744113922119,0.15140917897224426,0.022924739867448807,0.0002292473945999518,0.0019989013671875,0.0055135092698037624,0.00103759765625,0.9914500117301941
bloom-1b1,resid_delta,11,0.4782608695652174,0.9739148616790771,0.9918046593666077,0.690278947353363,0.9226790070533752,0.9500592350959778,0.1732662171125412,0.03002118319272995,0.0003002118319272995,0.0023854572791606188,0.00531005859375,0.00038655599928461015,0.9919179081916809
bloom-1b1,resid_delta,12,0.5217391304347826,0.9732629656791687,0.9913609623908997,0.6916093826293945,0.9206401705741882,0.9484269022941589,0.1786145716905594,0.03190316632390022,0.0003190316492691636,0.0026906330604106188,0.0050557455979287624,0.0004730224609375,0.9917805790901184
